
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-04, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  3680 |  1.362e-07 |  1.362e-08 |  2.279e-09 |  4.65e-05 |  7.48e-05 |  3.36e-05 |  4.88e-03 |  6.41e-03 |  3.13e-05 |  1.0e-04 |  2.62e-11 |  8.49e-04
  3690 |  1.361e-07 |  1.360e-08 |  2.274e-09 |  4.65e-05 |  7.47e-05 |  3.36e-05 |  4.87e-03 |  6.40e-03 |  3.12e-05 |  1.0e-04 |  2.19e-11 |  8.49e-04
  3700 |  1.359e-07 |  1.359e-08 |  2.270e-09 |  4.65e-05 |  7.46e-05 |  3.35e-05 |  4.86e-03 |  6.39e-03 |  3.11e-05 |  1.0e-04 |  2.44e-11 |  8.48e-04
  3710 |  1.358e-07 |  1.357e-08 |  2.265e-09 |  4.64e-05 |  7.45e-05 |  3.35e-05 |  4.85e-03 |  6.38e-03 |  3.10e-05 |  1.0e-04 |  2.06e-11 |  8.48e-04
  3720 |  1.356e-07 |  1.356e-08 |  2.260e-09 |  4.64e-05 |  7.44e-05 |  3.35e-05 |  4.84e-03 |  6.37e-03 |  3.09e-05 |  1.0e-04 |  1.55e-11 |  8.48e-04
  3730 |  1.354e-07 |  1.354e-08 |  2.256e-09 |  4.63e-05 |  7.43e-05 |  3.35e-05 |  4.84e-03 |  6.36e-03 |  3.08e-05 |  1.0e-04 |  2.06e-11 |  8.47e-04
  3740 |  1.353e-07 |  1.353e-08 |  2.252e-09 |  4.63e-05 |  7.42e-05 |  3.34e-05 |  4.83e-03 |  6.35e-03 |  3.07e-05 |  1.0e-04 |  1.88e-11 |  8.47e-04
  3750 |  1.352e-07 |  1.351e-08 |  2.247e-09 |  4.62e-05 |  7.41e-05 |  3.34e-05 |  4.82e-03 |  6.34e-03 |  3.06e-05 |  1.0e-04 |  2.00e-11 |  8.47e-04
  3760 |  1.350e-07 |  1.350e-08 |  2.242e-09 |  4.62e-05 |  7.40e-05 |  3.33e-05 |  4.81e-03 |  6.33e-03 |  3.05e-05 |  1.0e-04 |  2.30e-11 |  8.46e-04
  3770 |  1.349e-07 |  1.348e-08 |  2.238e-09 |  4.62e-05 |  7.39e-05 |  3.33e-05 |  4.80e-03 |  6.32e-03 |  3.04e-05 |  1.0e-04 |  1.85e-11 |  8.46e-04
  3780 |  1.347e-07 |  1.347e-08 |  2.234e-09 |  4.61e-05 |  7.38e-05 |  3.33e-05 |  4.79e-03 |  6.31e-03 |  3.03e-05 |  1.0e-04 |  1.78e-11 |  8.46e-04
  3790 |  1.346e-07 |  1.346e-08 |  2.230e-09 |  4.61e-05 |  7.37e-05 |  3.33e-05 |  4.78e-03 |  6.31e-03 |  3.02e-05 |  1.0e-04 |  1.89e-11 |  8.45e-04
  3800 |  1.344e-07 |  1.344e-08 |  2.225e-09 |  4.60e-05 |  7.36e-05 |  3.32e-05 |  4.78e-03 |  6.30e-03 |  3.01e-05 |  1.0e-04 |  1.65e-11 |  8.45e-04
  3810 |  1.343e-07 |  1.343e-08 |  2.221e-09 |  4.60e-05 |  7.35e-05 |  3.32e-05 |  4.77e-03 |  6.29e-03 |  3.00e-05 |  1.0e-04 |  1.94e-11 |  8.45e-04
  3820 |  1.341e-07 |  1.341e-08 |  2.216e-09 |  4.60e-05 |  7.35e-05 |  3.31e-05 |  4.76e-03 |  6.28e-03 |  2.99e-05 |  1.0e-04 |  1.65e-11 |  8.44e-04
  3830 |  1.340e-07 |  1.340e-08 |  2.212e-09 |  4.59e-05 |  7.34e-05 |  3.31e-05 |  4.75e-03 |  6.27e-03 |  2.98e-05 |  1.0e-04 |  1.85e-11 |  8.44e-04
  3840 |  1.338e-07 |  1.338e-08 |  2.208e-09 |  4.59e-05 |  7.33e-05 |  3.30e-05 |  4.74e-03 |  6.26e-03 |  2.97e-05 |  1.0e-04 |  1.61e-11 |  8.44e-04
  3850 |  1.337e-07 |  1.337e-08 |  2.203e-09 |  4.58e-05 |  7.32e-05 |  3.30e-05 |  4.73e-03 |  6.25e-03 |  2.96e-05 |  1.0e-04 |  1.57e-11 |  8.43e-04
  3860 |  1.336e-07 |  1.335e-08 |  2.199e-09 |  4.58e-05 |  7.31e-05 |  3.30e-05 |  4.73e-03 |  6.24e-03 |  2.95e-05 |  1.0e-04 |  1.35e-11 |  8.43e-04
  3870 |  1.334e-07 |  1.334e-08 |  2.195e-09 |  4.58e-05 |  7.30e-05 |  3.30e-05 |  4.72e-03 |  6.23e-03 |  2.94e-05 |  1.0e-04 |  1.84e-11 |  8.43e-04
  3880 |  1.333e-07 |  1.333e-08 |  2.191e-09 |  4.57e-05 |  7.29e-05 |  3.29e-05 |  4.71e-03 |  6.22e-03 |  2.93e-05 |  1.0e-04 |  3.03e-11 |  8.43e-04
  3890 |  1.331e-07 |  1.331e-08 |  2.187e-09 |  4.57e-05 |  7.28e-05 |  3.29e-05 |  4.70e-03 |  6.21e-03 |  2.92e-05 |  1.0e-04 |  2.19e-11 |  8.42e-04
  3900 |  1.330e-07 |  1.330e-08 |  2.182e-09 |  4.56e-05 |  7.27e-05 |  3.28e-05 |  4.69e-03 |  6.20e-03 |  2.91e-05 |  1.0e-04 |  2.26e-11 |  8.42e-04
  3910 |  1.329e-07 |  1.328e-08 |  2.179e-09 |  4.56e-05 |  7.27e-05 |  3.28e-05 |  4.68e-03 |  6.19e-03 |  2.90e-05 |  1.0e-04 |  2.26e-11 |  8.42e-04
  3920 |  1.327e-07 |  1.327e-08 |  2.175e-09 |  4.56e-05 |  7.26e-05 |  3.28e-05 |  4.68e-03 |  6.18e-03 |  2.89e-05 |  1.0e-04 |  2.50e-11 |  8.41e-04
  3930 |  1.326e-07 |  1.326e-08 |  2.170e-09 |  4.55e-05 |  7.25e-05 |  3.27e-05 |  4.67e-03 |  6.18e-03 |  2.88e-05 |  1.0e-04 |  2.22e-11 |  8.41e-04
  3940 |  1.324e-07 |  1.324e-08 |  2.167e-09 |  4.55e-05 |  7.24e-05 |  3.27e-05 |  4.66e-03 |  6.17e-03 |  2.87e-05 |  1.0e-04 |  1.83e-11 |  8.41e-04
  3950 |  1.323e-07 |  1.323e-08 |  2.162e-09 |  4.54e-05 |  7.23e-05 |  3.27e-05 |  4.65e-03 |  6.16e-03 |  2.87e-05 |  1.0e-04 |  1.91e-11 |  8.40e-04
  3960 |  1.322e-07 |  1.322e-08 |  2.158e-09 |  4.54e-05 |  7.22e-05 |  3.26e-05 |  4.65e-03 |  6.15e-03 |  2.86e-05 |  1.0e-04 |  1.80e-11 |  8.40e-04
  3970 |  1.320e-07 |  1.320e-08 |  2.155e-09 |  4.54e-05 |  7.22e-05 |  3.26e-05 |  4.64e-03 |  6.14e-03 |  2.85e-05 |  1.0e-04 |  2.14e-11 |  8.40e-04
  3980 |  1.319e-07 |  1.319e-08 |  2.151e-09 |  4.53e-05 |  7.21e-05 |  3.26e-05 |  4.63e-03 |  6.13e-03 |  2.84e-05 |  1.0e-04 |  1.41e-11 |  8.39e-04
  3990 |  1.318e-07 |  1.317e-08 |  2.147e-09 |  4.53e-05 |  7.20e-05 |  3.26e-05 |  4.62e-03 |  6.12e-03 |  2.83e-05 |  1.0e-04 |  2.39e-11 |  8.39e-04
  4000 |  1.316e-07 |  1.316e-08 |  2.143e-09 |  4.53e-05 |  7.19e-05 |  3.25e-05 |  4.61e-03 |  6.11e-03 |  2.82e-05 |  1.0e-04 |  2.73e-11 |  8.39e-04
  4010 |  1.315e-07 |  1.315e-08 |  2.139e-09 |  4.52e-05 |  7.18e-05 |  3.25e-05 |  4.61e-03 |  6.11e-03 |  2.81e-05 |  1.0e-04 |  1.59e-11 |  8.39e-04
  4020 |  1.314e-07 |  1.313e-08 |  2.135e-09 |  4.52e-05 |  7.17e-05 |  3.25e-05 |  4.60e-03 |  6.10e-03 |  2.80e-05 |  1.0e-04 |  1.82e-11 |  8.38e-04
  4030 |  1.312e-07 |  1.312e-08 |  2.132e-09 |  4.51e-05 |  7.17e-05 |  3.24e-05 |  4.59e-03 |  6.09e-03 |  2.79e-05 |  1.0e-04 |  2.83e-11 |  8.38e-04
  4040 |  1.311e-07 |  1.311e-08 |  2.128e-09 |  4.51e-05 |  7.16e-05 |  3.24e-05 |  4.58e-03 |  6.08e-03 |  2.79e-05 |  1.0e-04 |  2.44e-11 |  8.38e-04
  4050 |  1.310e-07 |  1.309e-08 |  2.124e-09 |  4.51e-05 |  7.15e-05 |  3.24e-05 |  4.58e-03 |  6.07e-03 |  2.78e-05 |  1.0e-04 |  1.97e-11 |  8.37e-04
  4060 |  1.308e-07 |  1.308e-08 |  2.120e-09 |  4.50e-05 |  7.14e-05 |  3.23e-05 |  4.57e-03 |  6.06e-03 |  2.77e-05 |  1.0e-04 |  2.62e-11 |  8.37e-04
  4070 |  1.307e-07 |  1.307e-08 |  2.116e-09 |  4.50e-05 |  7.13e-05 |  3.23e-05 |  4.56e-03 |  6.05e-03 |  2.76e-05 |  1.0e-04 |  2.16e-11 |  8.37e-04
  4080 |  1.306e-07 |  1.305e-08 |  2.112e-09 |  4.50e-05 |  7.13e-05 |  3.23e-05 |  4.55e-03 |  6.05e-03 |  2.75e-05 |  1.0e-04 |  2.37e-11 |  8.36e-04
  4090 |  1.304e-07 |  1.304e-08 |  2.109e-09 |  4.49e-05 |  7.12e-05 |  3.22e-05 |  4.55e-03 |  6.04e-03 |  2.74e-05 |  1.0e-04 |  2.16e-11 |  8.36e-04
  4100 |  1.303e-07 |  1.303e-08 |  2.105e-09 |  4.49e-05 |  7.11e-05 |  3.22e-05 |  4.54e-03 |  6.03e-03 |  2.74e-05 |  1.0e-04 |  1.57e-11 |  8.36e-04
  4110 |  1.302e-07 |  1.302e-08 |  2.102e-09 |  4.48e-05 |  7.10e-05 |  3.22e-05 |  4.53e-03 |  6.02e-03 |  2.73e-05 |  1.0e-04 |  1.87e-11 |  8.36e-04
  4120 |  1.300e-07 |  1.300e-08 |  2.098e-09 |  4.48e-05 |  7.10e-05 |  3.21e-05 |  4.52e-03 |  6.01e-03 |  2.72e-05 |  1.0e-04 |  1.82e-11 |  8.35e-04
  4130 |  1.299e-07 |  1.299e-08 |  2.094e-09 |  4.48e-05 |  7.09e-05 |  3.21e-05 |  4.52e-03 |  6.00e-03 |  2.71e-05 |  1.0e-04 |  1.88e-11 |  8.35e-04
  4140 |  1.298e-07 |  1.298e-08 |  2.091e-09 |  4.47e-05 |  7.08e-05 |  3.21e-05 |  4.51e-03 |  5.99e-03 |  2.70e-05 |  1.0e-04 |  1.65e-11 |  8.35e-04
  4150 |  1.297e-07 |  1.296e-08 |  2.087e-09 |  4.47e-05 |  7.07e-05 |  3.21e-05 |  4.50e-03 |  5.99e-03 |  2.70e-05 |  1.0e-04 |  1.42e-11 |  8.34e-04
  4160 |  1.295e-07 |  1.295e-08 |  2.084e-09 |  4.47e-05 |  7.07e-05 |  3.20e-05 |  4.50e-03 |  5.98e-03 |  2.69e-05 |  1.0e-04 |  1.57e-11 |  8.34e-04
  4170 |  1.294e-07 |  1.294e-08 |  2.080e-09 |  4.46e-05 |  7.06e-05 |  3.20e-05 |  4.49e-03 |  5.97e-03 |  2.68e-05 |  1.0e-04 |  2.20e-11 |  8.34e-04
  4180 |  1.293e-07 |  1.293e-08 |  2.076e-09 |  4.46e-05 |  7.05e-05 |  3.20e-05 |  4.48e-03 |  5.96e-03 |  2.67e-05 |  1.0e-04 |  1.72e-11 |  8.34e-04
  4190 |  1.291e-07 |  1.291e-08 |  2.073e-09 |  4.46e-05 |  7.04e-05 |  3.19e-05 |  4.47e-03 |  5.95e-03 |  2.66e-05 |  1.0e-04 |  1.76e-11 |  8.33e-04
  4200 |  1.290e-07 |  1.290e-08 |  2.069e-09 |  4.45e-05 |  7.04e-05 |  3.19e-05 |  4.47e-03 |  5.95e-03 |  2.66e-05 |  1.0e-04 |  2.28e-11 |  8.33e-04
  4210 |  1.289e-07 |  1.289e-08 |  2.066e-09 |  4.45e-05 |  7.03e-05 |  3.19e-05 |  4.46e-03 |  5.94e-03 |  2.65e-05 |  1.0e-04 |  1.97e-11 |  8.33e-04
  4220 |  1.288e-07 |  1.288e-08 |  2.062e-09 |  4.45e-05 |  7.02e-05 |  3.18e-05 |  4.45e-03 |  5.93e-03 |  2.64e-05 |  1.0e-04 |  1.74e-11 |  8.32e-04
  4230 |  1.286e-07 |  1.286e-08 |  2.059e-09 |  4.44e-05 |  7.01e-05 |  3.18e-05 |  4.45e-03 |  5.92e-03 |  2.63e-05 |  1.0e-04 |  1.86e-11 |  8.32e-04
  4240 |  1.285e-07 |  1.285e-08 |  2.056e-09 |  4.44e-05 |  7.01e-05 |  3.18e-05 |  4.44e-03 |  5.91e-03 |  2.63e-05 |  1.0e-04 |  2.14e-11 |  8.32e-04
  4250 |  1.284e-07 |  1.284e-08 |  2.052e-09 |  4.44e-05 |  7.00e-05 |  3.18e-05 |  4.43e-03 |  5.91e-03 |  2.62e-05 |  1.0e-04 |  2.15e-11 |  8.32e-04
  4260 |  1.283e-07 |  1.283e-08 |  2.049e-09 |  4.43e-05 |  6.99e-05 |  3.17e-05 |  4.43e-03 |  5.90e-03 |  2.61e-05 |  1.0e-04 |  2.39e-11 |  8.31e-04
  4270 |  1.282e-07 |  1.281e-08 |  2.045e-09 |  4.43e-05 |  6.99e-05 |  3.17e-05 |  4.42e-03 |  5.89e-03 |  2.60e-05 |  1.0e-04 |  2.13e-11 |  8.31e-04
  4280 |  1.280e-07 |  1.280e-08 |  2.042e-09 |  4.43e-05 |  6.98e-05 |  3.17e-05 |  4.41e-03 |  5.88e-03 |  2.60e-05 |  1.0e-04 |  2.09e-11 |  8.31e-04
  4290 |  1.279e-07 |  1.279e-08 |  2.038e-09 |  4.42e-05 |  6.97e-05 |  3.16e-05 |  4.41e-03 |  5.87e-03 |  2.59e-05 |  1.0e-04 |  1.97e-11 |  8.31e-04
  4300 |  1.278e-07 |  1.278e-08 |  2.035e-09 |  4.42e-05 |  6.97e-05 |  3.16e-05 |  4.40e-03 |  5.87e-03 |  2.58e-05 |  1.0e-04 |  1.78e-11 |  8.30e-04
  4310 |  1.277e-07 |  1.277e-08 |  2.032e-09 |  4.42e-05 |  6.96e-05 |  3.16e-05 |  4.39e-03 |  5.86e-03 |  2.57e-05 |  1.0e-04 |  2.58e-11 |  8.30e-04
  4320 |  1.275e-07 |  1.275e-08 |  2.029e-09 |  4.41e-05 |  6.95e-05 |  3.16e-05 |  4.39e-03 |  5.85e-03 |  2.57e-05 |  1.0e-04 |  2.07e-11 |  8.30e-04
  4330 |  1.274e-07 |  1.274e-08 |  2.025e-09 |  4.41e-05 |  6.94e-05 |  3.15e-05 |  4.38e-03 |  5.84e-03 |  2.56e-05 |  1.0e-04 |  1.72e-11 |  8.29e-04
  4340 |  1.273e-07 |  1.273e-08 |  2.022e-09 |  4.41e-05 |  6.94e-05 |  3.15e-05 |  4.37e-03 |  5.83e-03 |  2.55e-05 |  1.0e-04 |  1.81e-11 |  8.29e-04
  4350 |  1.272e-07 |  1.272e-08 |  2.019e-09 |  4.40e-05 |  6.93e-05 |  3.15e-05 |  4.37e-03 |  5.83e-03 |  2.54e-05 |  1.0e-04 |  2.11e-11 |  8.29e-04
  4360 |  1.271e-07 |  1.271e-08 |  2.016e-09 |  4.40e-05 |  6.92e-05 |  3.15e-05 |  4.36e-03 |  5.82e-03 |  2.54e-05 |  1.0e-04 |  1.93e-11 |  8.29e-04
  4370 |  1.269e-07 |  1.269e-08 |  2.012e-09 |  4.40e-05 |  6.92e-05 |  3.14e-05 |  4.35e-03 |  5.81e-03 |  2.53e-05 |  1.0e-04 |  2.52e-11 |  8.28e-04
  4380 |  1.268e-07 |  1.268e-08 |  2.009e-09 |  4.39e-05 |  6.91e-05 |  3.14e-05 |  4.35e-03 |  5.80e-03 |  2.52e-05 |  1.0e-04 |  1.71e-11 |  8.28e-04
  4390 |  1.267e-07 |  1.267e-08 |  2.006e-09 |  4.39e-05 |  6.90e-05 |  3.14e-05 |  4.34e-03 |  5.80e-03 |  2.52e-05 |  1.0e-04 |  1.91e-11 |  8.28e-04
  4400 |  1.266e-07 |  1.266e-08 |  2.003e-09 |  4.39e-05 |  6.90e-05 |  3.13e-05 |  4.33e-03 |  5.79e-03 |  2.51e-05 |  1.0e-04 |  1.88e-11 |  8.28e-04
  4410 |  1.265e-07 |  1.265e-08 |  1.999e-09 |  4.38e-05 |  6.89e-05 |  3.13e-05 |  4.33e-03 |  5.78e-03 |  2.50e-05 |  1.0e-04 |  2.07e-11 |  8.27e-04
  4420 |  1.264e-07 |  1.263e-08 |  1.996e-09 |  4.38e-05 |  6.88e-05 |  3.13e-05 |  4.32e-03 |  5.77e-03 |  2.49e-05 |  1.0e-04 |  1.57e-11 |  8.27e-04
  4430 |  1.262e-07 |  1.262e-08 |  1.993e-09 |  4.38e-05 |  6.88e-05 |  3.13e-05 |  4.31e-03 |  5.77e-03 |  2.49e-05 |  1.0e-04 |  2.34e-11 |  8.27e-04
  4440 |  1.261e-07 |  1.261e-08 |  1.990e-09 |  4.37e-05 |  6.87e-05 |  3.12e-05 |  4.31e-03 |  5.76e-03 |  2.48e-05 |  1.0e-04 |  2.46e-11 |  8.27e-04
  4450 |  1.260e-07 |  1.260e-08 |  1.987e-09 |  4.37e-05 |  6.87e-05 |  3.12e-05 |  4.30e-03 |  5.75e-03 |  2.47e-05 |  1.0e-04 |  2.11e-11 |  8.26e-04
  4460 |  1.259e-07 |  1.259e-08 |  1.984e-09 |  4.37e-05 |  6.86e-05 |  3.12e-05 |  4.30e-03 |  5.74e-03 |  2.47e-05 |  1.0e-04 |  1.90e-11 |  8.26e-04
  4470 |  1.258e-07 |  1.258e-08 |  1.980e-09 |  4.36e-05 |  6.85e-05 |  3.11e-05 |  4.29e-03 |  5.74e-03 |  2.46e-05 |  1.0e-04 |  1.57e-11 |  8.26e-04
  4480 |  1.257e-07 |  1.256e-08 |  1.978e-09 |  4.36e-05 |  6.85e-05 |  3.11e-05 |  4.28e-03 |  5.73e-03 |  2.45e-05 |  1.0e-04 |  1.71e-11 |  8.25e-04
  4490 |  1.255e-07 |  1.255e-08 |  1.974e-09 |  4.36e-05 |  6.84e-05 |  3.11e-05 |  4.28e-03 |  6.29e-03 |  2.69e-05 |  1.0e-04 |  1.90e-11 |  8.25e-04
  4500 |  1.254e-07 |  1.254e-08 |  1.971e-09 |  4.35e-05 |  6.83e-05 |  3.11e-05 |  4.27e-03 |  5.71e-03 |  2.44e-05 |  1.0e-04 |  2.41e-11 |  8.25e-04
  4510 |  1.253e-07 |  1.253e-08 |  1.968e-09 |  4.35e-05 |  6.83e-05 |  3.10e-05 |  4.26e-03 |  6.28e-03 |  2.68e-05 |  1.0e-04 |  2.16e-11 |  8.25e-04
  4520 |  1.252e-07 |  1.252e-08 |  1.965e-09 |  4.35e-05 |  6.82e-05 |  3.10e-05 |  4.26e-03 |  5.70e-03 |  2.43e-05 |  1.0e-04 |  2.36e-11 |  8.24e-04
  4530 |  1.251e-07 |  1.250e-08 |  1.962e-09 |  4.34e-05 |  6.81e-05 |  3.10e-05 |  4.25e-03 |  6.26e-03 |  2.66e-05 |  1.0e-04 |  2.38e-11 |  8.24e-04
  4540 |  1.249e-07 |  1.249e-08 |  1.958e-09 |  4.34e-05 |  6.81e-05 |  3.09e-05 |  4.24e-03 |  6.25e-03 |  2.65e-05 |  1.0e-04 |  2.25e-11 |  8.24e-04
  4550 |  1.248e-07 |  1.248e-08 |  1.955e-09 |  4.34e-05 |  6.80e-05 |  3.09e-05 |  4.24e-03 |  6.25e-03 |  2.65e-05 |  1.0e-04 |  1.69e-11 |  8.24e-04
  4560 |  1.247e-07 |  1.247e-08 |  1.952e-09 |  4.33e-05 |  6.79e-05 |  3.09e-05 |  4.23e-03 |  6.24e-03 |  2.64e-05 |  1.0e-04 |  1.83e-11 |  8.23e-04
  4570 |  1.246e-07 |  1.245e-08 |  1.948e-09 |  4.33e-05 |  6.79e-05 |  3.08e-05 |  4.22e-03 |  6.23e-03 |  2.63e-05 |  1.0e-04 |  2.13e-11 |  8.23e-04
  4580 |  1.244e-07 |  1.244e-08 |  1.945e-09 |  4.33e-05 |  6.78e-05 |  3.08e-05 |  4.22e-03 |  6.22e-03 |  2.62e-05 |  1.0e-04 |  1.87e-11 |  8.23e-04
  4590 |  1.243e-07 |  1.243e-08 |  1.942e-09 |  4.32e-05 |  6.77e-05 |  3.08e-05 |  4.21e-03 |  6.22e-03 |  2.62e-05 |  1.0e-04 |  1.35e-11 |  8.22e-04
  4600 |  1.242e-07 |  1.242e-08 |  1.939e-09 |  4.32e-05 |  6.77e-05 |  3.08e-05 |  4.20e-03 |  6.21e-03 |  2.61e-05 |  1.0e-04 |  1.71e-11 |  8.22e-04
  4610 |  1.241e-07 |  1.241e-08 |  1.936e-09 |  4.32e-05 |  6.76e-05 |  3.07e-05 |  4.20e-03 |  6.20e-03 |  2.60e-05 |  1.0e-04 |  1.37e-11 |  8.22e-04
  4620 |  1.239e-07 |  1.239e-08 |  1.933e-09 |  4.31e-05 |  6.75e-05 |  3.07e-05 |  4.19e-03 |  6.19e-03 |  2.60e-05 |  1.0e-04 |  1.95e-11 |  8.22e-04
  4630 |  1.238e-07 |  1.238e-08 |  1.930e-09 |  4.31e-05 |  6.75e-05 |  3.07e-05 |  4.19e-03 |  6.18e-03 |  2.59e-05 |  1.0e-04 |  1.34e-11 |  8.21e-04
  4640 |  1.237e-07 |  1.237e-08 |  1.926e-09 |  4.31e-05 |  6.74e-05 |  3.07e-05 |  4.18e-03 |  6.18e-03 |  2.58e-05 |  1.0e-04 |  1.40e-11 |  8.21e-04
  4650 |  1.236e-07 |  1.236e-08 |  1.923e-09 |  4.30e-05 |  6.73e-05 |  3.06e-05 |  4.17e-03 |  6.17e-03 |  2.57e-05 |  1.0e-04 |  1.22e-11 |  8.21e-04
  4660 |  1.235e-07 |  1.235e-08 |  1.920e-09 |  4.30e-05 |  6.73e-05 |  3.06e-05 |  4.17e-03 |  6.16e-03 |  2.57e-05 |  1.0e-04 |  1.55e-11 |  8.21e-04
  4670 |  1.233e-07 |  1.233e-08 |  1.917e-09 |  4.30e-05 |  6.72e-05 |  3.05e-05 |  4.16e-03 |  6.15e-03 |  2.56e-05 |  1.0e-04 |  1.40e-11 |  8.20e-04
  4680 |  1.232e-07 |  1.232e-08 |  1.914e-09 |  4.29e-05 |  6.71e-05 |  3.06e-05 |  4.15e-03 |  6.15e-03 |  2.55e-05 |  1.0e-04 |  1.32e-11 |  8.20e-04
  4690 |  1.231e-07 |  1.231e-08 |  1.911e-09 |  4.29e-05 |  6.71e-05 |  3.05e-05 |  4.15e-03 |  6.14e-03 |  2.55e-05 |  1.0e-04 |  2.43e-11 |  8.20e-04
  4700 |  1.230e-07 |  1.230e-08 |  1.908e-09 |  4.29e-05 |  6.70e-05 |  3.05e-05 |  4.14e-03 |  6.13e-03 |  2.54e-05 |  1.0e-04 |  1.88e-11 |  8.19e-04
  4710 |  1.229e-07 |  1.229e-08 |  1.905e-09 |  4.28e-05 |  6.70e-05 |  3.05e-05 |  4.14e-03 |  6.12e-03 |  2.53e-05 |  1.0e-04 |  2.48e-11 |  8.19e-04
  4720 |  1.228e-07 |  1.227e-08 |  1.902e-09 |  4.28e-05 |  6.69e-05 |  3.04e-05 |  4.13e-03 |  6.12e-03 |  2.53e-05 |  1.0e-04 |  1.93e-11 |  8.19e-04
  4730 |  1.226e-07 |  1.226e-08 |  1.899e-09 |  4.28e-05 |  6.68e-05 |  3.04e-05 |  4.12e-03 |  6.11e-03 |  2.52e-05 |  1.0e-04 |  1.82e-11 |  8.19e-04
  4740 |  1.225e-07 |  1.225e-08 |  1.896e-09 |  4.27e-05 |  6.68e-05 |  3.04e-05 |  4.12e-03 |  6.10e-03 |  2.51e-05 |  1.0e-04 |  1.88e-11 |  8.18e-04
  4750 |  1.224e-07 |  1.224e-08 |  1.893e-09 |  4.27e-05 |  6.67e-05 |  3.03e-05 |  4.11e-03 |  6.09e-03 |  2.50e-05 |  1.0e-04 |  2.58e-11 |  8.18e-04
  4760 |  1.223e-07 |  1.223e-08 |  1.890e-09 |  4.27e-05 |  6.67e-05 |  3.03e-05 |  4.10e-03 |  6.09e-03 |  2.50e-05 |  1.0e-04 |  2.18e-11 |  8.18e-04
  4770 |  1.222e-07 |  1.222e-08 |  1.887e-09 |  4.27e-05 |  6.66e-05 |  3.03e-05 |  4.10e-03 |  6.08e-03 |  2.49e-05 |  1.0e-04 |  2.14e-11 |  8.18e-04
  4780 |  1.221e-07 |  1.220e-08 |  1.884e-09 |  4.26e-05 |  6.65e-05 |  3.03e-05 |  4.09e-03 |  6.07e-03 |  2.49e-05 |  1.0e-04 |  1.52e-11 |  8.17e-04
  4790 |  1.219e-07 |  1.219e-08 |  1.881e-09 |  4.26e-05 |  6.65e-05 |  3.02e-05 |  4.09e-03 |  6.06e-03 |  2.48e-05 |  1.0e-04 |  2.25e-11 |  8.17e-04
  4800 |  1.218e-07 |  1.218e-08 |  1.878e-09 |  4.26e-05 |  6.64e-05 |  3.02e-05 |  4.08e-03 |  6.06e-03 |  2.47e-05 |  1.0e-04 |  1.86e-11 |  8.17e-04
  4810 |  1.217e-07 |  1.217e-08 |  1.875e-09 |  4.25e-05 |  6.63e-05 |  3.02e-05 |  4.07e-03 |  6.05e-03 |  2.47e-05 |  1.0e-04 |  1.76e-11 |  8.17e-04
  4820 |  1.216e-07 |  1.216e-08 |  1.872e-09 |  4.25e-05 |  6.63e-05 |  3.02e-05 |  4.07e-03 |  6.04e-03 |  2.46e-05 |  1.0e-04 |  1.88e-11 |  8.16e-04
  4830 |  1.215e-07 |  1.215e-08 |  1.870e-09 |  4.25e-05 |  6.62e-05 |  3.01e-05 |  4.06e-03 |  6.04e-03 |  2.45e-05 |  1.0e-04 |  2.03e-11 |  8.16e-04
  4840 |  1.214e-07 |  1.214e-08 |  1.867e-09 |  4.24e-05 |  6.62e-05 |  3.01e-05 |  4.06e-03 |  6.03e-03 |  2.45e-05 |  1.0e-04 |  1.95e-11 |  8.16e-04
  4850 |  1.213e-07 |  1.212e-08 |  1.864e-09 |  4.24e-05 |  6.61e-05 |  3.01e-05 |  4.05e-03 |  6.02e-03 |  2.44e-05 |  1.0e-04 |  1.89e-11 |  8.16e-04
  4860 |  1.212e-07 |  1.211e-08 |  1.861e-09 |  4.24e-05 |  6.61e-05 |  3.01e-05 |  4.05e-03 |  6.01e-03 |  2.43e-05 |  1.0e-04 |  2.03e-11 |  8.15e-04
  4870 |  1.210e-07 |  1.210e-08 |  1.858e-09 |  4.23e-05 |  6.60e-05 |  3.00e-05 |  4.04e-03 |  6.01e-03 |  2.43e-05 |  1.0e-04 |  2.89e-11 |  8.15e-04
  4880 |  1.209e-07 |  1.209e-08 |  1.855e-09 |  4.23e-05 |  6.59e-05 |  3.00e-05 |  4.03e-03 |  6.00e-03 |  2.42e-05 |  1.0e-04 |  2.09e-11 |  8.15e-04
  4890 |  1.208e-07 |  1.208e-08 |  1.853e-09 |  4.23e-05 |  6.59e-05 |  3.00e-05 |  4.03e-03 |  5.99e-03 |  2.41e-05 |  1.0e-04 |  1.51e-11 |  8.15e-04
