
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-04, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  1240 |  2.093e-07 |  2.092e-08 |  5.238e-09 |  6.58e-05 |  1.38e-04 |  4.86e-05 |  1.00e-02 |  7.22e-03 |  7.23e-05 |  1.0e-04 |  3.24e-11 |  9.83e-04
  1250 |  2.085e-07 |  2.084e-08 |  5.204e-09 |  6.57e-05 |  1.38e-04 |  4.85e-05 |  9.96e-03 |  7.19e-03 |  7.15e-05 |  1.0e-04 |  5.12e-11 |  9.82e-04
  1260 |  2.077e-07 |  2.077e-08 |  5.171e-09 |  6.55e-05 |  1.37e-04 |  4.84e-05 |  9.91e-03 |  7.16e-03 |  7.09e-05 |  1.0e-04 |  4.38e-11 |  9.81e-04
  1270 |  2.070e-07 |  2.069e-08 |  5.139e-09 |  6.53e-05 |  1.36e-04 |  4.83e-05 |  9.85e-03 |  7.13e-03 |  7.02e-05 |  1.0e-04 |  3.31e-11 |  9.80e-04
  1280 |  2.063e-07 |  2.062e-08 |  5.107e-09 |  6.52e-05 |  1.36e-04 |  4.82e-05 |  9.80e-03 |  7.10e-03 |  6.96e-05 |  1.0e-04 |  3.38e-11 |  9.79e-04
  1290 |  2.056e-07 |  2.055e-08 |  5.075e-09 |  6.50e-05 |  1.35e-04 |  4.81e-05 |  9.75e-03 |  7.07e-03 |  6.89e-05 |  1.0e-04 |  4.04e-11 |  9.78e-04
  1300 |  2.049e-07 |  2.048e-08 |  5.044e-09 |  6.48e-05 |  1.35e-04 |  4.80e-05 |  9.70e-03 |  7.04e-03 |  6.83e-05 |  1.0e-04 |  3.28e-11 |  9.77e-04
  1310 |  2.042e-07 |  2.041e-08 |  5.014e-09 |  6.47e-05 |  1.34e-04 |  4.79e-05 |  9.65e-03 |  7.01e-03 |  6.77e-05 |  1.0e-04 |  3.38e-11 |  9.76e-04
  1320 |  2.035e-07 |  2.034e-08 |  4.984e-09 |  6.45e-05 |  1.33e-04 |  4.78e-05 |  9.60e-03 |  6.99e-03 |  6.71e-05 |  1.0e-04 |  3.56e-11 |  9.75e-04
  1330 |  2.028e-07 |  2.028e-08 |  4.955e-09 |  6.44e-05 |  1.33e-04 |  4.77e-05 |  9.55e-03 |  6.96e-03 |  6.65e-05 |  1.0e-04 |  3.81e-11 |  9.74e-04
  1340 |  2.022e-07 |  2.021e-08 |  4.926e-09 |  6.42e-05 |  1.32e-04 |  4.76e-05 |  9.51e-03 |  6.93e-03 |  6.59e-05 |  1.0e-04 |  3.64e-11 |  9.73e-04
  1350 |  2.015e-07 |  2.015e-08 |  4.898e-09 |  6.41e-05 |  1.32e-04 |  4.75e-05 |  9.46e-03 |  6.90e-03 |  6.53e-05 |  1.0e-04 |  3.39e-11 |  9.72e-04
  1360 |  2.009e-07 |  2.008e-08 |  4.870e-09 |  6.39e-05 |  1.31e-04 |  4.74e-05 |  9.41e-03 |  6.88e-03 |  6.48e-05 |  1.0e-04 |  4.32e-11 |  9.71e-04
  1370 |  2.003e-07 |  2.002e-08 |  4.843e-09 |  6.38e-05 |  1.31e-04 |  4.73e-05 |  9.37e-03 |  6.85e-03 |  6.42e-05 |  1.0e-04 |  4.73e-11 |  9.70e-04
  1380 |  1.997e-07 |  1.996e-08 |  4.816e-09 |  6.36e-05 |  1.30e-04 |  4.72e-05 |  9.32e-03 |  6.83e-03 |  6.36e-05 |  1.0e-04 |  3.88e-11 |  9.69e-04
  1390 |  1.991e-07 |  1.990e-08 |  4.789e-09 |  6.35e-05 |  1.30e-04 |  4.71e-05 |  9.28e-03 |  6.80e-03 |  6.31e-05 |  1.0e-04 |  3.43e-11 |  9.68e-04
  1400 |  1.984e-07 |  1.984e-08 |  4.763e-09 |  6.33e-05 |  1.29e-04 |  4.70e-05 |  9.24e-03 |  6.77e-03 |  6.26e-05 |  1.0e-04 |  3.19e-11 |  9.68e-04
  1410 |  1.978e-07 |  1.977e-08 |  4.734e-09 |  6.32e-05 |  1.28e-04 |  4.69e-05 |  9.19e-03 |  7.42e-03 |  6.82e-05 |  1.0e-04 |  3.19e-11 |  9.67e-04
  1420 |  1.972e-07 |  1.971e-08 |  4.706e-09 |  6.30e-05 |  1.28e-04 |  4.68e-05 |  9.14e-03 |  7.40e-03 |  6.76e-05 |  1.0e-04 |  3.71e-11 |  9.66e-04
  1430 |  1.966e-07 |  1.965e-08 |  4.679e-09 |  6.29e-05 |  1.27e-04 |  4.67e-05 |  9.10e-03 |  7.37e-03 |  6.71e-05 |  1.0e-04 |  3.68e-11 |  9.65e-04
  1440 |  1.959e-07 |  1.959e-08 |  4.652e-09 |  6.27e-05 |  1.27e-04 |  4.66e-05 |  9.06e-03 |  7.34e-03 |  6.65e-05 |  1.0e-04 |  3.16e-11 |  9.64e-04
  1450 |  1.953e-07 |  1.953e-08 |  4.625e-09 |  6.26e-05 |  1.26e-04 |  4.65e-05 |  9.01e-03 |  7.31e-03 |  6.59e-05 |  1.0e-04 |  3.37e-11 |  9.63e-04
  1460 |  1.948e-07 |  1.947e-08 |  4.599e-09 |  6.24e-05 |  1.26e-04 |  4.64e-05 |  8.97e-03 |  7.29e-03 |  6.54e-05 |  1.0e-04 |  2.64e-11 |  9.62e-04
  1470 |  1.942e-07 |  1.941e-08 |  4.574e-09 |  6.23e-05 |  1.25e-04 |  4.63e-05 |  8.93e-03 |  7.26e-03 |  6.48e-05 |  1.0e-04 |  2.70e-11 |  9.61e-04
  1480 |  1.936e-07 |  1.935e-08 |  4.548e-09 |  6.22e-05 |  1.25e-04 |  4.62e-05 |  8.88e-03 |  7.24e-03 |  6.43e-05 |  1.0e-04 |  3.45e-11 |  9.60e-04
  1490 |  1.930e-07 |  1.930e-08 |  4.523e-09 |  6.20e-05 |  1.24e-04 |  4.61e-05 |  8.84e-03 |  7.21e-03 |  6.38e-05 |  1.0e-04 |  3.11e-11 |  9.59e-04
  1500 |  1.925e-07 |  1.924e-08 |  4.499e-09 |  6.19e-05 |  1.24e-04 |  4.60e-05 |  8.80e-03 |  7.19e-03 |  6.33e-05 |  1.0e-04 |  3.34e-11 |  9.58e-04
  1510 |  1.919e-07 |  1.919e-08 |  4.474e-09 |  6.18e-05 |  1.23e-04 |  4.59e-05 |  8.76e-03 |  7.16e-03 |  6.27e-05 |  1.0e-04 |  4.05e-11 |  9.58e-04
  1520 |  1.914e-07 |  1.913e-08 |  4.452e-09 |  6.16e-05 |  1.23e-04 |  4.59e-05 |  8.72e-03 |  7.13e-03 |  6.22e-05 |  1.0e-04 |  4.30e-11 |  9.57e-04
  1530 |  1.909e-07 |  1.908e-08 |  4.428e-09 |  6.15e-05 |  1.22e-04 |  4.57e-05 |  8.68e-03 |  7.11e-03 |  6.17e-05 |  1.0e-04 |  3.86e-11 |  9.56e-04
  1540 |  1.903e-07 |  1.903e-08 |  4.405e-09 |  6.14e-05 |  1.22e-04 |  4.56e-05 |  8.65e-03 |  7.09e-03 |  6.13e-05 |  1.0e-04 |  4.68e-11 |  9.55e-04
  1550 |  1.898e-07 |  1.898e-08 |  4.383e-09 |  6.12e-05 |  1.21e-04 |  4.56e-05 |  8.61e-03 |  7.06e-03 |  6.08e-05 |  1.0e-04 |  3.74e-11 |  9.54e-04
  1560 |  1.893e-07 |  1.893e-08 |  4.359e-09 |  6.11e-05 |  1.21e-04 |  4.54e-05 |  8.57e-03 |  7.04e-03 |  6.03e-05 |  1.0e-04 |  3.83e-11 |  9.53e-04
  1570 |  1.888e-07 |  1.888e-08 |  4.338e-09 |  6.10e-05 |  1.20e-04 |  4.54e-05 |  8.53e-03 |  7.01e-03 |  5.98e-05 |  1.0e-04 |  3.06e-11 |  9.53e-04
  1580 |  1.883e-07 |  1.883e-08 |  4.316e-09 |  6.09e-05 |  1.20e-04 |  4.53e-05 |  8.50e-03 |  6.99e-03 |  5.94e-05 |  1.0e-04 |  3.30e-11 |  9.52e-04
  1590 |  1.878e-07 |  1.878e-08 |  4.294e-09 |  6.07e-05 |  1.19e-04 |  4.52e-05 |  8.46e-03 |  6.97e-03 |  5.89e-05 |  1.0e-04 |  3.75e-11 |  9.51e-04
  1600 |  1.874e-07 |  1.873e-08 |  4.273e-09 |  6.06e-05 |  1.19e-04 |  4.51e-05 |  8.43e-03 |  6.94e-03 |  5.85e-05 |  1.0e-04 |  3.50e-11 |  9.50e-04
  1610 |  1.869e-07 |  1.868e-08 |  4.253e-09 |  6.05e-05 |  1.18e-04 |  4.50e-05 |  8.39e-03 |  6.92e-03 |  5.81e-05 |  1.0e-04 |  4.45e-11 |  9.49e-04
  1620 |  1.864e-07 |  1.864e-08 |  4.232e-09 |  6.04e-05 |  1.18e-04 |  4.49e-05 |  8.36e-03 |  6.90e-03 |  5.76e-05 |  1.0e-04 |  3.35e-11 |  9.49e-04
  1630 |  1.860e-07 |  1.859e-08 |  4.212e-09 |  6.03e-05 |  1.18e-04 |  4.48e-05 |  8.32e-03 |  6.87e-03 |  5.72e-05 |  1.0e-04 |  3.20e-11 |  9.48e-04
  1640 |  1.855e-07 |  1.855e-08 |  4.191e-09 |  6.02e-05 |  1.17e-04 |  4.47e-05 |  8.29e-03 |  6.85e-03 |  5.68e-05 |  1.0e-04 |  2.96e-11 |  9.47e-04
  1650 |  1.851e-07 |  1.850e-08 |  4.172e-09 |  6.01e-05 |  1.17e-04 |  4.47e-05 |  8.26e-03 |  6.83e-03 |  5.64e-05 |  1.0e-04 |  4.16e-11 |  9.46e-04
  1660 |  1.846e-07 |  1.846e-08 |  4.153e-09 |  5.99e-05 |  1.16e-04 |  4.46e-05 |  8.22e-03 |  6.81e-03 |  5.60e-05 |  1.0e-04 |  3.89e-11 |  9.46e-04
  1670 |  1.842e-07 |  1.841e-08 |  4.134e-09 |  5.98e-05 |  1.16e-04 |  4.45e-05 |  8.19e-03 |  6.79e-03 |  5.56e-05 |  1.0e-04 |  3.37e-11 |  9.45e-04
  1680 |  1.837e-07 |  1.837e-08 |  4.115e-09 |  5.97e-05 |  1.15e-04 |  4.44e-05 |  8.16e-03 |  6.76e-03 |  5.52e-05 |  1.0e-04 |  3.39e-11 |  9.44e-04
  1690 |  1.833e-07 |  1.833e-08 |  4.096e-09 |  5.96e-05 |  1.15e-04 |  4.43e-05 |  8.13e-03 |  6.74e-03 |  5.48e-05 |  1.0e-04 |  2.89e-11 |  9.44e-04
  1700 |  1.829e-07 |  1.829e-08 |  4.077e-09 |  5.95e-05 |  1.15e-04 |  4.42e-05 |  8.10e-03 |  6.72e-03 |  5.44e-05 |  1.0e-04 |  3.64e-11 |  9.43e-04
  1710 |  1.825e-07 |  1.824e-08 |  4.060e-09 |  5.94e-05 |  1.14e-04 |  4.42e-05 |  8.07e-03 |  6.70e-03 |  5.41e-05 |  1.0e-04 |  2.90e-11 |  9.42e-04
  1720 |  1.821e-07 |  1.820e-08 |  4.042e-09 |  5.93e-05 |  1.14e-04 |  4.41e-05 |  8.04e-03 |  6.68e-03 |  5.37e-05 |  1.0e-04 |  3.48e-11 |  9.41e-04
  1730 |  1.817e-07 |  1.816e-08 |  4.024e-09 |  5.92e-05 |  1.13e-04 |  4.40e-05 |  8.01e-03 |  6.66e-03 |  5.33e-05 |  1.0e-04 |  2.48e-11 |  9.41e-04
  1740 |  1.813e-07 |  1.812e-08 |  4.006e-09 |  5.91e-05 |  1.13e-04 |  4.39e-05 |  7.98e-03 |  6.64e-03 |  5.30e-05 |  1.0e-04 |  3.58e-11 |  9.40e-04
  1750 |  1.809e-07 |  1.808e-08 |  3.989e-09 |  5.90e-05 |  1.13e-04 |  4.39e-05 |  7.95e-03 |  6.62e-03 |  5.26e-05 |  1.0e-04 |  2.88e-11 |  9.39e-04
  1760 |  1.805e-07 |  1.805e-08 |  3.972e-09 |  5.89e-05 |  1.12e-04 |  4.38e-05 |  7.92e-03 |  6.60e-03 |  5.23e-05 |  1.0e-04 |  2.85e-11 |  9.39e-04
  1770 |  1.801e-07 |  1.800e-08 |  3.955e-09 |  5.88e-05 |  1.12e-04 |  4.37e-05 |  7.89e-03 |  7.23e-03 |  5.71e-05 |  1.0e-04 |  2.70e-11 |  9.38e-04
  1780 |  1.797e-07 |  1.796e-08 |  3.937e-09 |  5.87e-05 |  1.12e-04 |  4.36e-05 |  7.86e-03 |  7.21e-03 |  5.67e-05 |  1.0e-04 |  3.98e-11 |  9.37e-04
  1790 |  1.793e-07 |  1.792e-08 |  3.919e-09 |  5.86e-05 |  1.11e-04 |  4.35e-05 |  7.83e-03 |  7.19e-03 |  5.63e-05 |  1.0e-04 |  2.79e-11 |  9.36e-04
  1800 |  1.789e-07 |  1.788e-08 |  3.901e-09 |  5.85e-05 |  1.11e-04 |  4.34e-05 |  7.80e-03 |  7.17e-03 |  5.59e-05 |  1.0e-04 |  2.62e-11 |  9.36e-04
  1810 |  1.784e-07 |  1.784e-08 |  3.884e-09 |  5.84e-05 |  1.10e-04 |  4.34e-05 |  7.77e-03 |  7.15e-03 |  5.55e-05 |  1.0e-04 |  3.22e-11 |  9.35e-04
  1820 |  1.780e-07 |  1.780e-08 |  3.866e-09 |  5.83e-05 |  1.10e-04 |  4.33e-05 |  7.74e-03 |  7.13e-03 |  5.52e-05 |  1.0e-04 |  2.73e-11 |  9.34e-04
  1830 |  1.777e-07 |  1.776e-08 |  3.849e-09 |  5.81e-05 |  1.10e-04 |  4.32e-05 |  7.71e-03 |  7.11e-03 |  5.48e-05 |  1.0e-04 |  2.52e-11 |  9.34e-04
  1840 |  1.773e-07 |  1.772e-08 |  3.833e-09 |  5.80e-05 |  1.09e-04 |  4.31e-05 |  7.68e-03 |  7.08e-03 |  5.44e-05 |  1.0e-04 |  2.30e-11 |  9.33e-04
  1850 |  1.769e-07 |  1.768e-08 |  3.816e-09 |  5.79e-05 |  1.09e-04 |  4.31e-05 |  7.66e-03 |  7.06e-03 |  5.41e-05 |  1.0e-04 |  2.68e-11 |  9.32e-04
  1860 |  1.765e-07 |  1.765e-08 |  3.799e-09 |  5.78e-05 |  1.09e-04 |  4.30e-05 |  7.63e-03 |  7.04e-03 |  5.37e-05 |  1.0e-04 |  3.07e-11 |  9.32e-04
  1870 |  1.761e-07 |  1.761e-08 |  3.783e-09 |  5.77e-05 |  1.08e-04 |  4.29e-05 |  7.60e-03 |  7.02e-03 |  5.34e-05 |  1.0e-04 |  2.29e-11 |  9.31e-04
  1880 |  1.757e-07 |  1.757e-08 |  3.767e-09 |  5.76e-05 |  1.08e-04 |  4.28e-05 |  7.57e-03 |  7.00e-03 |  5.30e-05 |  1.0e-04 |  2.53e-11 |  9.30e-04
  1890 |  1.754e-07 |  1.753e-08 |  3.752e-09 |  5.76e-05 |  1.07e-04 |  4.27e-05 |  7.55e-03 |  6.98e-03 |  5.27e-05 |  1.0e-04 |  2.83e-11 |  9.30e-04
  1900 |  1.750e-07 |  1.750e-08 |  3.736e-09 |  5.75e-05 |  1.07e-04 |  4.27e-05 |  7.52e-03 |  6.96e-03 |  5.23e-05 |  1.0e-04 |  2.39e-11 |  9.29e-04
  1910 |  1.747e-07 |  1.746e-08 |  3.720e-09 |  5.74e-05 |  1.07e-04 |  4.26e-05 |  7.49e-03 |  6.94e-03 |  5.20e-05 |  1.0e-04 |  2.58e-11 |  9.28e-04
  1920 |  1.743e-07 |  1.743e-08 |  3.705e-09 |  5.73e-05 |  1.06e-04 |  4.25e-05 |  7.47e-03 |  6.92e-03 |  5.17e-05 |  1.0e-04 |  2.40e-11 |  9.28e-04
  1930 |  1.740e-07 |  1.739e-08 |  3.690e-09 |  5.72e-05 |  1.06e-04 |  4.24e-05 |  7.44e-03 |  6.90e-03 |  5.14e-05 |  1.0e-04 |  2.27e-11 |  9.27e-04
  1940 |  1.736e-07 |  1.736e-08 |  3.675e-09 |  5.71e-05 |  1.06e-04 |  4.24e-05 |  7.41e-03 |  6.88e-03 |  5.10e-05 |  1.0e-04 |  2.79e-11 |  9.26e-04
  1950 |  1.733e-07 |  1.732e-08 |  3.661e-09 |  5.70e-05 |  1.05e-04 |  4.23e-05 |  7.39e-03 |  6.86e-03 |  5.07e-05 |  1.0e-04 |  2.68e-11 |  9.26e-04
  1960 |  1.729e-07 |  1.729e-08 |  3.646e-09 |  5.69e-05 |  1.05e-04 |  4.22e-05 |  7.36e-03 |  6.85e-03 |  5.04e-05 |  1.0e-04 |  2.71e-11 |  9.25e-04
  1970 |  1.726e-07 |  1.726e-08 |  3.632e-09 |  5.68e-05 |  1.05e-04 |  4.21e-05 |  7.34e-03 |  6.83e-03 |  5.01e-05 |  1.0e-04 |  2.60e-11 |  9.24e-04
  1980 |  1.723e-07 |  1.722e-08 |  3.618e-09 |  5.67e-05 |  1.05e-04 |  4.21e-05 |  7.32e-03 |  6.81e-03 |  4.98e-05 |  1.0e-04 |  2.99e-11 |  9.24e-04
  1990 |  1.719e-07 |  1.719e-08 |  3.604e-09 |  5.66e-05 |  1.04e-04 |  4.20e-05 |  7.29e-03 |  6.79e-03 |  4.95e-05 |  1.0e-04 |  2.37e-11 |  9.23e-04
  2000 |  1.716e-07 |  1.716e-08 |  3.590e-09 |  5.65e-05 |  1.04e-04 |  4.19e-05 |  7.27e-03 |  6.77e-03 |  4.92e-05 |  1.0e-04 |  2.58e-11 |  9.23e-04
  2010 |  1.713e-07 |  1.712e-08 |  3.577e-09 |  5.65e-05 |  1.04e-04 |  4.19e-05 |  7.24e-03 |  6.75e-03 |  4.89e-05 |  1.0e-04 |  2.37e-11 |  9.22e-04
  2020 |  1.710e-07 |  1.709e-08 |  3.562e-09 |  5.64e-05 |  1.03e-04 |  4.18e-05 |  7.22e-03 |  6.73e-03 |  4.86e-05 |  1.0e-04 |  2.93e-11 |  9.21e-04
  2030 |  1.706e-07 |  1.706e-08 |  3.550e-09 |  5.63e-05 |  1.03e-04 |  4.17e-05 |  7.20e-03 |  6.72e-03 |  4.83e-05 |  1.0e-04 |  3.07e-11 |  9.21e-04
  2040 |  1.703e-07 |  1.703e-08 |  3.536e-09 |  5.62e-05 |  1.03e-04 |  4.16e-05 |  7.18e-03 |  6.70e-03 |  4.81e-05 |  1.0e-04 |  2.21e-11 |  9.20e-04
  2050 |  1.700e-07 |  1.700e-08 |  3.523e-09 |  5.61e-05 |  1.02e-04 |  4.16e-05 |  7.15e-03 |  6.68e-03 |  4.78e-05 |  1.0e-04 |  2.32e-11 |  9.20e-04
  2060 |  1.697e-07 |  1.697e-08 |  3.510e-09 |  5.60e-05 |  1.02e-04 |  4.15e-05 |  7.13e-03 |  6.66e-03 |  4.75e-05 |  1.0e-04 |  2.44e-11 |  9.19e-04
  2070 |  1.694e-07 |  1.694e-08 |  3.498e-09 |  5.59e-05 |  1.02e-04 |  4.15e-05 |  7.11e-03 |  6.64e-03 |  4.72e-05 |  1.0e-04 |  3.08e-11 |  9.18e-04
  2080 |  1.691e-07 |  1.691e-08 |  3.485e-09 |  5.59e-05 |  1.02e-04 |  4.14e-05 |  7.09e-03 |  6.63e-03 |  4.70e-05 |  1.0e-04 |  2.18e-11 |  9.18e-04
  2090 |  1.688e-07 |  1.688e-08 |  3.473e-09 |  5.58e-05 |  1.01e-04 |  4.13e-05 |  7.07e-03 |  6.61e-03 |  4.67e-05 |  1.0e-04 |  2.91e-11 |  9.17e-04
  2100 |  1.685e-07 |  1.685e-08 |  3.460e-09 |  5.57e-05 |  1.01e-04 |  4.12e-05 |  7.04e-03 |  6.59e-03 |  4.64e-05 |  1.0e-04 |  2.04e-11 |  9.17e-04
  2110 |  1.682e-07 |  1.682e-08 |  3.448e-09 |  5.56e-05 |  1.01e-04 |  4.12e-05 |  7.02e-03 |  6.58e-03 |  4.62e-05 |  1.0e-04 |  2.07e-11 |  9.16e-04
  2120 |  1.679e-07 |  1.679e-08 |  3.436e-09 |  5.55e-05 |  1.00e-04 |  4.11e-05 |  7.00e-03 |  6.56e-03 |  4.59e-05 |  1.0e-04 |  2.39e-11 |  9.16e-04
  2130 |  1.676e-07 |  1.676e-08 |  3.424e-09 |  5.55e-05 |  1.00e-04 |  4.10e-05 |  6.98e-03 |  6.54e-03 |  4.57e-05 |  1.0e-04 |  2.36e-11 |  9.15e-04
  2140 |  1.673e-07 |  1.673e-08 |  3.413e-09 |  5.54e-05 |  9.99e-05 |  4.10e-05 |  6.96e-03 |  6.52e-03 |  4.54e-05 |  1.0e-04 |  2.39e-11 |  9.14e-04
  2150 |  1.671e-07 |  1.670e-08 |  3.401e-09 |  5.53e-05 |  9.96e-05 |  4.09e-05 |  6.94e-03 |  6.51e-03 |  4.52e-05 |  1.0e-04 |  3.41e-11 |  9.14e-04
  2160 |  1.668e-07 |  1.668e-08 |  3.388e-09 |  5.52e-05 |  9.94e-05 |  4.08e-05 |  6.92e-03 |  6.49e-03 |  4.49e-05 |  1.0e-04 |  2.38e-11 |  9.13e-04
  2170 |  1.665e-07 |  1.665e-08 |  3.377e-09 |  5.52e-05 |  9.91e-05 |  4.08e-05 |  6.90e-03 |  6.48e-03 |  4.47e-05 |  1.0e-04 |  2.83e-11 |  9.13e-04
  2180 |  1.662e-07 |  1.662e-08 |  3.366e-09 |  5.51e-05 |  9.89e-05 |  4.07e-05 |  6.88e-03 |  6.46e-03 |  4.44e-05 |  1.0e-04 |  3.33e-11 |  9.12e-04
  2190 |  1.660e-07 |  1.659e-08 |  3.355e-09 |  5.50e-05 |  9.86e-05 |  4.07e-05 |  6.86e-03 |  6.44e-03 |  4.42e-05 |  1.0e-04 |  2.64e-11 |  9.12e-04
  2200 |  1.657e-07 |  1.657e-08 |  3.344e-09 |  5.49e-05 |  9.84e-05 |  4.06e-05 |  6.84e-03 |  6.43e-03 |  4.40e-05 |  1.0e-04 |  2.60e-11 |  9.11e-04
  2210 |  1.654e-07 |  1.654e-08 |  3.333e-09 |  5.49e-05 |  9.81e-05 |  4.06e-05 |  6.82e-03 |  6.41e-03 |  4.37e-05 |  1.0e-04 |  2.45e-11 |  9.11e-04
  2220 |  1.652e-07 |  1.651e-08 |  3.322e-09 |  5.48e-05 |  9.79e-05 |  4.05e-05 |  6.80e-03 |  6.39e-03 |  4.35e-05 |  1.0e-04 |  2.94e-11 |  9.10e-04
  2230 |  1.649e-07 |  1.649e-08 |  3.311e-09 |  5.47e-05 |  9.76e-05 |  4.04e-05 |  6.78e-03 |  6.38e-03 |  4.33e-05 |  1.0e-04 |  1.99e-11 |  9.10e-04
  2240 |  1.646e-07 |  1.646e-08 |  3.301e-09 |  5.46e-05 |  9.74e-05 |  4.04e-05 |  6.76e-03 |  6.36e-03 |  4.30e-05 |  1.0e-04 |  2.22e-11 |  9.09e-04
  2250 |  1.644e-07 |  1.643e-08 |  3.290e-09 |  5.46e-05 |  9.71e-05 |  4.03e-05 |  6.74e-03 |  6.35e-03 |  4.28e-05 |  1.0e-04 |  2.01e-11 |  9.09e-04
  2260 |  1.641e-07 |  1.641e-08 |  3.280e-09 |  5.45e-05 |  9.69e-05 |  4.03e-05 |  6.73e-03 |  6.33e-03 |  4.26e-05 |  1.0e-04 |  2.08e-11 |  9.08e-04
  2270 |  1.639e-07 |  1.638e-08 |  3.269e-09 |  5.44e-05 |  9.67e-05 |  4.02e-05 |  6.71e-03 |  6.32e-03 |  4.24e-05 |  1.0e-04 |  2.33e-11 |  9.08e-04
  2280 |  1.636e-07 |  1.636e-08 |  3.258e-09 |  5.43e-05 |  9.64e-05 |  4.02e-05 |  6.69e-03 |  6.30e-03 |  4.21e-05 |  1.0e-04 |  2.97e-11 |  9.07e-04
  2290 |  1.633e-07 |  1.633e-08 |  3.248e-09 |  5.43e-05 |  9.62e-05 |  4.01e-05 |  6.67e-03 |  6.91e-03 |  4.61e-05 |  1.0e-04 |  2.49e-11 |  9.06e-04
  2300 |  1.630e-07 |  1.630e-08 |  3.237e-09 |  5.42e-05 |  9.59e-05 |  4.00e-05 |  6.65e-03 |  6.90e-03 |  4.59e-05 |  1.0e-04 |  2.27e-11 |  9.06e-04
  2310 |  1.628e-07 |  1.627e-08 |  3.225e-09 |  5.41e-05 |  9.57e-05 |  3.99e-05 |  6.63e-03 |  6.88e-03 |  4.56e-05 |  1.0e-04 |  2.65e-11 |  9.05e-04
  2320 |  1.625e-07 |  1.625e-08 |  3.214e-09 |  5.40e-05 |  9.54e-05 |  3.99e-05 |  6.61e-03 |  6.87e-03 |  4.54e-05 |  1.0e-04 |  2.01e-11 |  9.05e-04
  2330 |  1.622e-07 |  1.622e-08 |  3.204e-09 |  5.40e-05 |  9.52e-05 |  3.98e-05 |  6.59e-03 |  6.85e-03 |  4.52e-05 |  1.0e-04 |  2.46e-11 |  9.04e-04
  2340 |  1.620e-07 |  1.619e-08 |  3.193e-09 |  5.39e-05 |  9.50e-05 |  3.98e-05 |  6.57e-03 |  6.83e-03 |  4.49e-05 |  1.0e-04 |  2.15e-11 |  9.04e-04
  2350 |  1.617e-07 |  1.617e-08 |  3.182e-09 |  5.38e-05 |  9.47e-05 |  3.97e-05 |  6.56e-03 |  6.82e-03 |  4.47e-05 |  1.0e-04 |  2.04e-11 |  9.03e-04
  2360 |  1.615e-07 |  1.614e-08 |  3.172e-09 |  5.37e-05 |  9.45e-05 |  3.96e-05 |  6.54e-03 |  6.80e-03 |  4.45e-05 |  1.0e-04 |  1.94e-11 |  9.03e-04
  2370 |  1.612e-07 |  1.612e-08 |  3.162e-09 |  5.37e-05 |  9.42e-05 |  3.96e-05 |  6.52e-03 |  6.78e-03 |  4.42e-05 |  1.0e-04 |  2.09e-11 |  9.02e-04
  2380 |  1.609e-07 |  1.609e-08 |  3.152e-09 |  5.36e-05 |  9.40e-05 |  3.96e-05 |  6.50e-03 |  6.77e-03 |  4.40e-05 |  1.0e-04 |  2.18e-11 |  9.02e-04
  2390 |  1.607e-07 |  1.606e-08 |  3.141e-09 |  5.35e-05 |  9.38e-05 |  3.94e-05 |  6.48e-03 |  6.75e-03 |  4.38e-05 |  1.0e-04 |  1.92e-11 |  9.01e-04
  2400 |  1.604e-07 |  1.604e-08 |  3.132e-09 |  5.35e-05 |  9.36e-05 |  3.94e-05 |  6.47e-03 |  6.74e-03 |  4.36e-05 |  1.0e-04 |  2.00e-11 |  9.01e-04
  2410 |  1.602e-07 |  1.601e-08 |  3.121e-09 |  5.34e-05 |  9.33e-05 |  3.93e-05 |  6.45e-03 |  6.72e-03 |  4.33e-05 |  1.0e-04 |  2.16e-11 |  9.00e-04
  2420 |  1.599e-07 |  1.599e-08 |  3.112e-09 |  5.33e-05 |  9.31e-05 |  3.93e-05 |  6.43e-03 |  6.71e-03 |  4.31e-05 |  1.0e-04 |  2.53e-11 |  9.00e-04
  2430 |  1.597e-07 |  1.597e-08 |  3.102e-09 |  5.32e-05 |  9.29e-05 |  3.92e-05 |  6.41e-03 |  6.69e-03 |  4.29e-05 |  1.0e-04 |  2.54e-11 |  8.99e-04
  2440 |  1.594e-07 |  1.594e-08 |  3.092e-09 |  5.32e-05 |  9.27e-05 |  3.92e-05 |  6.40e-03 |  6.68e-03 |  4.27e-05 |  1.0e-04 |  2.35e-11 |  8.99e-04
  2450 |  1.592e-07 |  1.592e-08 |  3.083e-09 |  5.31e-05 |  9.25e-05 |  3.91e-05 |  6.38e-03 |  6.66e-03 |  4.25e-05 |  1.0e-04 |  2.06e-11 |  8.98e-04
