
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-03, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  4800 |  1.100e-07 |  1.100e-08 |  1.725e-09 |  4.08e-05 |  6.39e-05 |  2.83e-05 |  3.90e-03 |  6.06e-03 |  2.36e-05 |  1.0e-04 |  1.55e-11 |  8.14e-04
  4810 |  1.099e-07 |  1.099e-08 |  1.723e-09 |  4.08e-05 |  6.39e-05 |  2.84e-05 |  3.89e-03 |  6.05e-03 |  2.35e-05 |  1.0e-04 |  1.54e-11 |  8.14e-04
  4820 |  1.098e-07 |  1.098e-08 |  1.718e-09 |  4.07e-05 |  6.38e-05 |  2.84e-05 |  3.88e-03 |  6.04e-03 |  2.35e-05 |  1.0e-04 |  2.29e-11 |  8.13e-04
  4830 |  1.097e-07 |  1.097e-08 |  1.717e-09 |  4.07e-05 |  6.37e-05 |  2.84e-05 |  3.87e-03 |  6.04e-03 |  2.34e-05 |  1.0e-04 |  2.00e-11 |  8.13e-04
  4840 |  1.096e-07 |  1.096e-08 |  1.715e-09 |  4.07e-05 |  6.37e-05 |  2.84e-05 |  3.87e-03 |  6.03e-03 |  2.33e-05 |  1.0e-04 |  1.52e-11 |  8.13e-04
  4850 |  1.095e-07 |  1.095e-08 |  1.714e-09 |  4.07e-05 |  6.36e-05 |  2.85e-05 |  3.86e-03 |  6.02e-03 |  2.32e-05 |  1.0e-04 |  1.75e-11 |  8.13e-04
  4860 |  1.094e-07 |  1.094e-08 |  1.712e-09 |  4.07e-05 |  6.36e-05 |  2.85e-05 |  3.86e-03 |  6.01e-03 |  2.32e-05 |  1.0e-04 |  1.51e-11 |  8.13e-04
  4870 |  1.093e-07 |  1.093e-08 |  1.708e-09 |  4.06e-05 |  6.35e-05 |  2.84e-05 |  3.85e-03 |  6.01e-03 |  2.31e-05 |  1.0e-04 |  1.52e-11 |  8.12e-04
  4880 |  1.092e-07 |  1.092e-08 |  1.703e-09 |  4.06e-05 |  6.35e-05 |  2.83e-05 |  3.84e-03 |  6.00e-03 |  2.30e-05 |  1.0e-04 |  1.76e-11 |  8.12e-04
  4890 |  1.092e-07 |  1.091e-08 |  1.702e-09 |  4.06e-05 |  6.34e-05 |  2.82e-05 |  3.84e-03 |  5.99e-03 |  2.30e-05 |  1.0e-04 |  2.14e-11 |  8.12e-04
  4900 |  1.090e-07 |  1.090e-08 |  1.699e-09 |  4.05e-05 |  6.34e-05 |  2.82e-05 |  3.84e-03 |  5.99e-03 |  2.30e-05 |  1.0e-04 |  2.48e-11 |  8.12e-04
  4910 |  1.089e-07 |  1.089e-08 |  1.698e-09 |  4.05e-05 |  6.33e-05 |  2.82e-05 |  3.83e-03 |  5.98e-03 |  2.29e-05 |  1.0e-04 |  1.80e-11 |  8.11e-04
  4920 |  1.089e-07 |  1.088e-08 |  1.695e-09 |  4.05e-05 |  6.32e-05 |  2.82e-05 |  3.82e-03 |  5.97e-03 |  2.28e-05 |  1.0e-04 |  1.78e-11 |  8.11e-04
  4930 |  1.088e-07 |  1.087e-08 |  1.693e-09 |  4.05e-05 |  6.32e-05 |  2.82e-05 |  3.82e-03 |  5.97e-03 |  2.28e-05 |  1.0e-04 |  2.24e-11 |  8.11e-04
  4940 |  1.086e-07 |  1.086e-08 |  1.690e-09 |  4.04e-05 |  6.31e-05 |  2.82e-05 |  3.82e-03 |  5.96e-03 |  2.27e-05 |  1.0e-04 |  1.65e-11 |  8.11e-04
  4950 |  1.085e-07 |  1.085e-08 |  1.686e-09 |  4.04e-05 |  6.31e-05 |  2.80e-05 |  3.81e-03 |  5.95e-03 |  2.27e-05 |  1.0e-04 |  2.22e-11 |  8.10e-04
  4960 |  1.085e-07 |  1.084e-08 |  1.685e-09 |  4.04e-05 |  6.30e-05 |  2.81e-05 |  3.80e-03 |  5.94e-03 |  2.26e-05 |  1.0e-04 |  1.49e-11 |  8.10e-04
  4970 |  1.083e-07 |  1.083e-08 |  1.685e-09 |  4.03e-05 |  6.30e-05 |  2.83e-05 |  3.80e-03 |  5.94e-03 |  2.26e-05 |  1.0e-04 |  1.76e-11 |  8.10e-04
  4980 |  1.083e-07 |  1.082e-08 |  1.681e-09 |  4.03e-05 |  6.29e-05 |  2.80e-05 |  3.80e-03 |  5.93e-03 |  2.25e-05 |  1.0e-04 |  1.84e-11 |  8.10e-04
  4990 |  1.082e-07 |  1.081e-08 |  1.676e-09 |  4.03e-05 |  6.29e-05 |  2.79e-05 |  3.79e-03 |  5.92e-03 |  2.24e-05 |  1.0e-04 |  1.76e-11 |  8.10e-04
  5000 |  1.081e-07 |  1.080e-08 |  1.674e-09 |  4.02e-05 |  6.28e-05 |  2.81e-05 |  3.78e-03 |  5.92e-03 |  2.24e-05 |  1.0e-04 |  2.69e-11 |  8.09e-04
  5010 |  1.079e-07 |  1.079e-08 |  1.670e-09 |  4.02e-05 |  6.28e-05 |  2.77e-05 |  3.78e-03 |  6.50e-03 |  2.46e-05 |  1.0e-04 |  1.76e-11 |  8.09e-04
  5020 |  1.078e-07 |  1.078e-08 |  1.670e-09 |  4.02e-05 |  6.27e-05 |  2.80e-05 |  3.76e-03 |  5.90e-03 |  2.22e-05 |  1.0e-04 |  3.16e-11 |  8.09e-04
  5030 |  1.078e-07 |  1.077e-08 |  1.667e-09 |  4.02e-05 |  6.27e-05 |  2.80e-05 |  3.76e-03 |  5.90e-03 |  2.22e-05 |  1.0e-04 |  2.01e-11 |  8.09e-04
  5040 |  1.077e-07 |  1.076e-08 |  1.665e-09 |  4.01e-05 |  6.26e-05 |  2.79e-05 |  3.76e-03 |  6.48e-03 |  2.43e-05 |  1.0e-04 |  1.94e-11 |  8.08e-04
  5050 |  1.075e-07 |  1.075e-08 |  1.663e-09 |  4.01e-05 |  6.26e-05 |  2.79e-05 |  3.75e-03 |  5.88e-03 |  2.21e-05 |  1.0e-04 |  2.20e-11 |  8.08e-04
  5060 |  1.075e-07 |  1.075e-08 |  1.659e-09 |  4.01e-05 |  6.25e-05 |  2.77e-05 |  3.75e-03 |  5.88e-03 |  2.20e-05 |  1.0e-04 |  1.96e-11 |  8.08e-04
  5070 |  1.074e-07 |  1.074e-08 |  1.658e-09 |  4.01e-05 |  6.24e-05 |  2.77e-05 |  3.74e-03 |  5.87e-03 |  2.20e-05 |  1.0e-04 |  1.82e-11 |  8.08e-04
  5080 |  1.073e-07 |  1.073e-08 |  1.656e-09 |  4.00e-05 |  6.24e-05 |  2.79e-05 |  3.74e-03 |  6.45e-03 |  2.41e-05 |  1.0e-04 |  2.21e-11 |  8.08e-04
  5090 |  1.072e-07 |  1.072e-08 |  1.652e-09 |  4.00e-05 |  6.23e-05 |  2.76e-05 |  3.73e-03 |  5.86e-03 |  2.19e-05 |  1.0e-04 |  1.84e-11 |  8.07e-04
  5100 |  1.071e-07 |  1.071e-08 |  1.650e-09 |  4.00e-05 |  6.23e-05 |  2.78e-05 |  3.72e-03 |  6.43e-03 |  2.40e-05 |  1.0e-04 |  2.69e-11 |  8.07e-04
  5110 |  1.070e-07 |  1.070e-08 |  1.648e-09 |  4.00e-05 |  6.22e-05 |  2.77e-05 |  3.72e-03 |  5.84e-03 |  2.17e-05 |  1.0e-04 |  1.64e-11 |  8.07e-04
  5120 |  1.070e-07 |  1.069e-08 |  1.645e-09 |  3.99e-05 |  6.22e-05 |  2.76e-05 |  3.72e-03 |  6.42e-03 |  2.39e-05 |  1.0e-04 |  1.65e-11 |  8.07e-04
  5130 |  1.068e-07 |  1.068e-08 |  1.643e-09 |  3.99e-05 |  6.21e-05 |  2.77e-05 |  3.71e-03 |  5.83e-03 |  2.16e-05 |  1.0e-04 |  1.55e-11 |  8.06e-04
  5140 |  1.067e-07 |  1.067e-08 |  1.643e-09 |  3.99e-05 |  6.21e-05 |  2.77e-05 |  3.70e-03 |  5.82e-03 |  2.16e-05 |  1.0e-04 |  1.76e-11 |  8.06e-04
  5150 |  1.066e-07 |  1.066e-08 |  1.637e-09 |  3.98e-05 |  6.20e-05 |  2.75e-05 |  3.70e-03 |  5.82e-03 |  2.15e-05 |  1.0e-04 |  2.28e-11 |  8.06e-04
  5160 |  1.065e-07 |  1.065e-08 |  1.638e-09 |  3.98e-05 |  6.20e-05 |  2.77e-05 |  3.70e-03 |  5.81e-03 |  2.15e-05 |  1.0e-04 |  1.78e-11 |  8.06e-04
  5170 |  1.064e-07 |  1.064e-08 |  1.635e-09 |  3.98e-05 |  6.19e-05 |  2.76e-05 |  3.69e-03 |  6.38e-03 |  2.36e-05 |  1.0e-04 |  1.78e-11 |  8.06e-04
  5180 |  1.064e-07 |  1.063e-08 |  1.631e-09 |  3.98e-05 |  6.19e-05 |  2.76e-05 |  3.69e-03 |  5.80e-03 |  2.14e-05 |  1.0e-04 |  1.63e-11 |  8.05e-04
  5190 |  1.062e-07 |  1.062e-08 |  1.629e-09 |  3.97e-05 |  6.18e-05 |  2.75e-05 |  3.68e-03 |  5.79e-03 |  2.13e-05 |  1.0e-04 |  2.24e-11 |  8.05e-04
  5200 |  1.061e-07 |  1.061e-08 |  1.627e-09 |  3.97e-05 |  6.18e-05 |  2.76e-05 |  3.68e-03 |  5.78e-03 |  2.13e-05 |  1.0e-04 |  2.26e-11 |  8.05e-04
  5210 |  1.060e-07 |  1.060e-08 |  1.625e-09 |  3.97e-05 |  6.17e-05 |  2.76e-05 |  3.67e-03 |  5.78e-03 |  2.12e-05 |  1.0e-04 |  1.83e-11 |  8.05e-04
  5220 |  1.059e-07 |  1.059e-08 |  1.620e-09 |  3.97e-05 |  6.17e-05 |  2.73e-05 |  3.67e-03 |  6.35e-03 |  2.33e-05 |  1.0e-04 |  1.52e-11 |  8.04e-04
  5230 |  1.059e-07 |  1.058e-08 |  1.619e-09 |  3.96e-05 |  6.16e-05 |  2.73e-05 |  3.66e-03 |  6.34e-03 |  2.32e-05 |  1.0e-04 |  1.48e-11 |  8.04e-04
  5240 |  1.058e-07 |  1.057e-08 |  1.618e-09 |  3.96e-05 |  6.16e-05 |  2.75e-05 |  3.65e-03 |  5.76e-03 |  2.10e-05 |  1.0e-04 |  1.61e-11 |  8.04e-04
  5250 |  1.057e-07 |  1.056e-08 |  1.617e-09 |  3.96e-05 |  6.15e-05 |  2.75e-05 |  3.65e-03 |  5.75e-03 |  2.10e-05 |  1.0e-04 |  2.01e-11 |  8.04e-04
  5260 |  1.055e-07 |  1.056e-08 |  1.613e-09 |  3.95e-05 |  6.15e-05 |  2.74e-05 |  3.64e-03 |  5.75e-03 |  2.09e-05 |  1.0e-04 |  1.90e-11 |  8.04e-04
  5270 |  1.054e-07 |  1.055e-08 |  1.611e-09 |  3.95e-05 |  6.14e-05 |  2.73e-05 |  3.65e-03 |  6.31e-03 |  2.30e-05 |  1.0e-04 |  2.00e-11 |  8.03e-04
  5280 |  1.054e-07 |  1.054e-08 |  1.609e-09 |  3.95e-05 |  6.14e-05 |  2.73e-05 |  3.64e-03 |  5.73e-03 |  2.09e-05 |  1.0e-04 |  2.46e-11 |  8.03e-04
  5290 |  1.053e-07 |  1.053e-08 |  1.606e-09 |  3.95e-05 |  6.13e-05 |  2.73e-05 |  3.63e-03 |  5.73e-03 |  2.08e-05 |  1.0e-04 |  1.82e-11 |  8.03e-04
  5300 |  1.052e-07 |  1.052e-08 |  1.605e-09 |  3.95e-05 |  6.13e-05 |  2.73e-05 |  3.63e-03 |  6.29e-03 |  2.28e-05 |  1.0e-04 |  1.48e-11 |  8.03e-04
  5310 |  1.051e-07 |  1.051e-08 |  1.603e-09 |  3.94e-05 |  6.13e-05 |  2.74e-05 |  3.62e-03 |  5.71e-03 |  2.07e-05 |  1.0e-04 |  1.49e-11 |  8.02e-04
  5320 |  1.050e-07 |  1.050e-08 |  1.599e-09 |  3.94e-05 |  6.12e-05 |  2.72e-05 |  3.61e-03 |  5.71e-03 |  2.06e-05 |  1.0e-04 |  1.90e-11 |  8.02e-04
  5330 |  1.050e-07 |  1.049e-08 |  1.598e-09 |  3.94e-05 |  6.12e-05 |  2.71e-05 |  3.61e-03 |  6.27e-03 |  2.27e-05 |  1.0e-04 |  1.57e-11 |  8.02e-04
  5340 |  1.048e-07 |  1.048e-08 |  1.593e-09 |  3.93e-05 |  6.11e-05 |  2.71e-05 |  3.61e-03 |  5.70e-03 |  2.06e-05 |  1.0e-04 |  1.93e-11 |  8.02e-04
  5350 |  1.047e-07 |  1.047e-08 |  1.594e-09 |  3.93e-05 |  6.11e-05 |  2.72e-05 |  3.60e-03 |  6.26e-03 |  2.25e-05 |  1.0e-04 |  1.58e-11 |  8.02e-04
  5360 |  1.047e-07 |  1.046e-08 |  1.589e-09 |  3.93e-05 |  6.10e-05 |  2.69e-05 |  3.59e-03 |  6.25e-03 |  2.25e-05 |  1.0e-04 |  1.89e-11 |  8.01e-04
  5370 |  1.046e-07 |  1.046e-08 |  1.588e-09 |  3.93e-05 |  6.10e-05 |  2.71e-05 |  3.59e-03 |  5.68e-03 |  2.04e-05 |  1.0e-04 |  1.64e-11 |  8.01e-04
  5380 |  1.045e-07 |  1.045e-08 |  1.587e-09 |  3.92e-05 |  6.09e-05 |  2.71e-05 |  3.59e-03 |  5.67e-03 |  2.04e-05 |  1.0e-04 |  1.99e-11 |  8.01e-04
  5390 |  1.044e-07 |  1.044e-08 |  1.585e-09 |  3.92e-05 |  6.09e-05 |  2.71e-05 |  3.59e-03 |  6.23e-03 |  2.24e-05 |  1.0e-04 |  1.50e-11 |  8.01e-04
  5400 |  1.043e-07 |  1.043e-08 |  1.582e-09 |  3.92e-05 |  6.08e-05 |  2.69e-05 |  3.58e-03 |  5.66e-03 |  2.02e-05 |  1.0e-04 |  1.61e-11 |  8.01e-04
  5410 |  1.042e-07 |  1.042e-08 |  1.580e-09 |  3.92e-05 |  6.08e-05 |  2.70e-05 |  3.57e-03 |  6.22e-03 |  2.22e-05 |  1.0e-04 |  1.59e-11 |  8.00e-04
  5420 |  1.041e-07 |  1.041e-08 |  1.577e-09 |  3.91e-05 |  6.07e-05 |  2.69e-05 |  3.57e-03 |  5.65e-03 |  2.01e-05 |  1.0e-04 |  1.76e-11 |  8.00e-04
  5430 |  1.041e-07 |  1.040e-08 |  1.574e-09 |  3.91e-05 |  6.07e-05 |  2.68e-05 |  3.57e-03 |  6.21e-03 |  2.21e-05 |  1.0e-04 |  1.64e-11 |  8.00e-04
  5440 |  1.040e-07 |  1.039e-08 |  1.572e-09 |  3.91e-05 |  6.06e-05 |  2.68e-05 |  3.56e-03 |  6.20e-03 |  2.20e-05 |  1.0e-04 |  1.91e-11 |  8.00e-04
  5450 |  1.039e-07 |  1.038e-08 |  1.576e-09 |  3.91e-05 |  6.06e-05 |  2.72e-05 |  3.56e-03 |  6.19e-03 |  2.20e-05 |  1.0e-04 |  1.36e-11 |  8.00e-04
  5460 |  1.038e-07 |  1.038e-08 |  1.570e-09 |  3.91e-05 |  6.05e-05 |  2.69e-05 |  3.55e-03 |  6.19e-03 |  2.19e-05 |  1.0e-04 |  1.75e-11 |  7.99e-04
  5470 |  1.037e-07 |  1.037e-08 |  1.566e-09 |  3.90e-05 |  6.05e-05 |  2.69e-05 |  3.54e-03 |  5.62e-03 |  1.99e-05 |  1.0e-04 |  1.59e-11 |  7.99e-04
  5480 |  1.036e-07 |  1.036e-08 |  1.567e-09 |  3.90e-05 |  6.05e-05 |  2.69e-05 |  3.53e-03 |  6.17e-03 |  2.18e-05 |  1.0e-04 |  1.68e-11 |  7.99e-04
  5490 |  1.035e-07 |  1.035e-08 |  1.564e-09 |  3.90e-05 |  6.04e-05 |  2.68e-05 |  3.53e-03 |  6.17e-03 |  2.18e-05 |  1.0e-04 |  2.09e-11 |  7.99e-04
  5500 |  1.035e-07 |  1.034e-08 |  1.562e-09 |  3.89e-05 |  6.04e-05 |  2.69e-05 |  3.54e-03 |  5.60e-03 |  1.98e-05 |  1.0e-04 |  1.68e-11 |  7.98e-04
  5510 |  1.033e-07 |  1.033e-08 |  1.558e-09 |  3.89e-05 |  6.03e-05 |  2.69e-05 |  3.52e-03 |  5.59e-03 |  1.97e-05 |  1.0e-04 |  2.12e-11 |  7.98e-04
  5520 |  1.033e-07 |  1.032e-08 |  1.558e-09 |  3.89e-05 |  6.03e-05 |  2.69e-05 |  3.51e-03 |  5.59e-03 |  1.96e-05 |  1.0e-04 |  2.16e-11 |  7.98e-04
  5530 |  1.031e-07 |  1.032e-08 |  1.555e-09 |  3.89e-05 |  6.02e-05 |  2.67e-05 |  3.52e-03 |  6.14e-03 |  2.16e-05 |  1.0e-04 |  2.04e-11 |  7.98e-04
  5540 |  1.031e-07 |  1.031e-08 |  1.553e-09 |  3.88e-05 |  6.02e-05 |  2.67e-05 |  3.51e-03 |  6.13e-03 |  2.15e-05 |  1.0e-04 |  2.30e-11 |  7.98e-04
  5550 |  1.030e-07 |  1.030e-08 |  1.553e-09 |  3.88e-05 |  6.01e-05 |  2.68e-05 |  3.51e-03 |  6.13e-03 |  2.15e-05 |  1.0e-04 |  2.04e-11 |  7.97e-04
  5560 |  1.029e-07 |  1.029e-08 |  1.554e-09 |  3.89e-05 |  6.01e-05 |  2.69e-05 |  3.50e-03 |  6.12e-03 |  2.14e-05 |  1.0e-04 |  2.34e-11 |  7.97e-04
  5570 |  1.029e-07 |  1.028e-08 |  1.545e-09 |  3.88e-05 |  6.01e-05 |  2.65e-05 |  3.50e-03 |  5.56e-03 |  1.94e-05 |  1.0e-04 |  2.28e-11 |  7.97e-04
  5580 |  1.027e-07 |  1.027e-08 |  1.544e-09 |  3.88e-05 |  6.00e-05 |  2.66e-05 |  3.49e-03 |  5.55e-03 |  1.94e-05 |  1.0e-04 |  2.15e-11 |  7.97e-04
  5590 |  1.027e-07 |  1.026e-08 |  1.543e-09 |  3.87e-05 |  6.00e-05 |  2.66e-05 |  3.49e-03 |  5.55e-03 |  1.94e-05 |  1.0e-04 |  2.00e-11 |  7.97e-04
  5600 |  1.026e-07 |  1.026e-08 |  1.542e-09 |  3.87e-05 |  5.99e-05 |  2.68e-05 |  3.48e-03 |  5.54e-03 |  1.93e-05 |  1.0e-04 |  2.11e-11 |  7.96e-04
  5610 |  1.025e-07 |  1.025e-08 |  1.540e-09 |  3.87e-05 |  5.99e-05 |  2.67e-05 |  3.48e-03 |  5.54e-03 |  1.93e-05 |  1.0e-04 |  2.44e-11 |  7.96e-04
  5620 |  1.024e-07 |  1.024e-08 |  1.537e-09 |  3.87e-05 |  5.98e-05 |  2.65e-05 |  3.48e-03 |  5.53e-03 |  1.92e-05 |  1.0e-04 |  2.00e-11 |  7.96e-04
  5630 |  1.023e-07 |  1.023e-08 |  1.535e-09 |  3.86e-05 |  5.98e-05 |  2.66e-05 |  3.47e-03 |  5.52e-03 |  1.92e-05 |  1.0e-04 |  2.19e-11 |  7.96e-04
  5640 |  1.022e-07 |  1.022e-08 |  1.536e-09 |  3.86e-05 |  5.98e-05 |  2.67e-05 |  3.47e-03 |  5.52e-03 |  1.91e-05 |  1.0e-04 |  1.92e-11 |  7.96e-04
  5650 |  1.022e-07 |  1.021e-08 |  1.532e-09 |  3.86e-05 |  5.97e-05 |  2.64e-05 |  3.46e-03 |  6.06e-03 |  2.10e-05 |  1.0e-04 |  2.18e-11 |  7.95e-04
  5660 |  1.021e-07 |  1.021e-08 |  1.530e-09 |  3.86e-05 |  5.97e-05 |  2.64e-05 |  3.46e-03 |  6.06e-03 |  2.10e-05 |  1.0e-04 |  2.25e-11 |  7.95e-04
  5670 |  1.020e-07 |  1.020e-08 |  1.529e-09 |  3.85e-05 |  5.96e-05 |  2.66e-05 |  3.45e-03 |  6.05e-03 |  2.09e-05 |  1.0e-04 |  2.05e-11 |  7.95e-04
  5680 |  1.019e-07 |  1.019e-08 |  1.526e-09 |  3.85e-05 |  5.96e-05 |  2.64e-05 |  3.45e-03 |  6.05e-03 |  2.09e-05 |  1.0e-04 |  2.57e-11 |  7.95e-04
  5690 |  1.018e-07 |  1.018e-08 |  1.527e-09 |  3.85e-05 |  5.95e-05 |  2.66e-05 |  3.45e-03 |  6.04e-03 |  2.08e-05 |  1.0e-04 |  2.66e-11 |  7.95e-04
  5700 |  1.017e-07 |  1.017e-08 |  1.524e-09 |  3.85e-05 |  5.95e-05 |  2.64e-05 |  3.44e-03 |  6.03e-03 |  2.07e-05 |  1.0e-04 |  2.54e-11 |  7.94e-04
  5710 |  1.017e-07 |  1.016e-08 |  1.520e-09 |  3.85e-05 |  5.95e-05 |  2.64e-05 |  3.44e-03 |  6.03e-03 |  2.07e-05 |  1.0e-04 |  1.82e-11 |  7.94e-04
  5720 |  1.016e-07 |  1.015e-08 |  1.518e-09 |  3.84e-05 |  5.94e-05 |  2.65e-05 |  3.44e-03 |  6.02e-03 |  2.07e-05 |  1.0e-04 |  3.06e-11 |  7.94e-04
  5730 |  1.015e-07 |  1.015e-08 |  1.513e-09 |  3.84e-05 |  5.94e-05 |  2.62e-05 |  3.43e-03 |  6.02e-03 |  2.06e-05 |  1.0e-04 |  1.79e-11 |  7.94e-04
  5740 |  1.014e-07 |  1.014e-08 |  1.514e-09 |  3.84e-05 |  5.93e-05 |  2.63e-05 |  3.42e-03 |  6.01e-03 |  2.06e-05 |  1.0e-04 |  2.32e-11 |  7.94e-04
  5750 |  1.013e-07 |  1.013e-08 |  1.512e-09 |  3.84e-05 |  5.93e-05 |  2.63e-05 |  3.42e-03 |  6.00e-03 |  2.05e-05 |  1.0e-04 |  2.34e-11 |  7.93e-04
  5760 |  1.012e-07 |  1.012e-08 |  1.509e-09 |  3.83e-05 |  5.93e-05 |  2.62e-05 |  3.41e-03 |  5.45e-03 |  1.86e-05 |  1.0e-04 |  2.47e-11 |  7.93e-04
  5770 |  1.011e-07 |  1.011e-08 |  1.510e-09 |  3.83e-05 |  5.92e-05 |  2.63e-05 |  3.42e-03 |  5.45e-03 |  1.86e-05 |  1.0e-04 |  2.26e-11 |  7.93e-04
  5780 |  1.011e-07 |  1.010e-08 |  1.508e-09 |  3.83e-05 |  5.92e-05 |  2.63e-05 |  3.41e-03 |  5.98e-03 |  2.04e-05 |  1.0e-04 |  2.76e-11 |  7.93e-04
  5790 |  1.010e-07 |  1.010e-08 |  1.504e-09 |  3.83e-05 |  5.91e-05 |  2.62e-05 |  3.41e-03 |  5.44e-03 |  1.85e-05 |  1.0e-04 |  2.18e-11 |  7.93e-04
  5800 |  1.009e-07 |  1.009e-08 |  1.503e-09 |  3.83e-05 |  5.91e-05 |  2.62e-05 |  3.39e-03 |  5.97e-03 |  2.02e-05 |  1.0e-04 |  2.98e-11 |  7.93e-04
  5810 |  1.008e-07 |  1.008e-08 |  1.502e-09 |  3.82e-05 |  5.91e-05 |  2.63e-05 |  3.40e-03 |  5.97e-03 |  2.03e-05 |  1.0e-04 |  3.15e-11 |  7.92e-04
  5820 |  1.007e-07 |  1.007e-08 |  1.500e-09 |  3.82e-05 |  5.90e-05 |  2.63e-05 |  3.39e-03 |  5.96e-03 |  2.02e-05 |  1.0e-04 |  2.27e-11 |  7.92e-04
  5830 |  1.007e-07 |  1.006e-08 |  1.499e-09 |  3.82e-05 |  5.90e-05 |  2.63e-05 |  3.38e-03 |  5.96e-03 |  2.01e-05 |  1.0e-04 |  2.10e-11 |  7.92e-04
  5840 |  1.006e-07 |  1.006e-08 |  1.495e-09 |  3.82e-05 |  5.89e-05 |  2.61e-05 |  3.38e-03 |  5.95e-03 |  2.01e-05 |  1.0e-04 |  2.34e-11 |  7.92e-04
  5850 |  1.005e-07 |  1.005e-08 |  1.497e-09 |  3.82e-05 |  5.89e-05 |  2.64e-05 |  3.38e-03 |  5.94e-03 |  2.01e-05 |  1.0e-04 |  1.90e-11 |  7.92e-04
  5860 |  1.004e-07 |  1.004e-08 |  1.491e-09 |  3.81e-05 |  5.88e-05 |  2.61e-05 |  3.37e-03 |  5.40e-03 |  1.82e-05 |  1.0e-04 |  2.30e-11 |  7.91e-04
  5870 |  1.003e-07 |  1.003e-08 |  1.489e-09 |  3.81e-05 |  5.88e-05 |  2.60e-05 |  3.37e-03 |  5.39e-03 |  1.82e-05 |  1.0e-04 |  2.72e-11 |  7.91e-04
  5880 |  1.002e-07 |  1.002e-08 |  1.488e-09 |  3.81e-05 |  5.88e-05 |  2.60e-05 |  3.36e-03 |  5.93e-03 |  1.99e-05 |  1.0e-04 |  1.92e-11 |  7.91e-04
  5890 |  1.001e-07 |  1.001e-08 |  1.486e-09 |  3.81e-05 |  5.87e-05 |  2.60e-05 |  3.36e-03 |  5.92e-03 |  1.99e-05 |  1.0e-04 |  1.96e-11 |  7.91e-04
  5900 |  1.001e-07 |  1.001e-08 |  1.485e-09 |  3.80e-05 |  5.87e-05 |  2.61e-05 |  3.35e-03 |  5.91e-03 |  1.98e-05 |  1.0e-04 |  2.43e-11 |  7.91e-04
  5910 |  9.999e-08 |  9.998e-09 |  1.484e-09 |  3.80e-05 |  5.86e-05 |  2.61e-05 |  3.35e-03 |  5.91e-03 |  1.98e-05 |  1.0e-04 |  2.14e-11 |  7.90e-04
  5920 |  9.989e-08 |  9.990e-09 |  1.481e-09 |  3.80e-05 |  5.86e-05 |  2.61e-05 |  3.34e-03 |  5.37e-03 |  1.79e-05 |  1.0e-04 |  2.25e-11 |  7.90e-04
  5930 |  9.981e-08 |  9.982e-09 |  1.479e-09 |  3.80e-05 |  5.86e-05 |  2.59e-05 |  3.34e-03 |  5.90e-03 |  1.97e-05 |  1.0e-04 |  1.76e-11 |  7.90e-04
  5940 |  9.977e-08 |  9.974e-09 |  1.476e-09 |  3.79e-05 |  5.85e-05 |  2.59e-05 |  3.34e-03 |  5.36e-03 |  1.79e-05 |  1.0e-04 |  1.70e-11 |  7.90e-04
  5950 |  9.962e-08 |  9.965e-09 |  1.476e-09 |  3.79e-05 |  5.85e-05 |  2.60e-05 |  3.33e-03 |  5.89e-03 |  1.96e-05 |  1.0e-04 |  1.74e-11 |  7.90e-04
  5960 |  9.961e-08 |  9.957e-09 |  1.473e-09 |  3.79e-05 |  5.84e-05 |  2.59e-05 |  3.33e-03 |  5.88e-03 |  1.96e-05 |  1.0e-04 |  1.77e-11 |  7.89e-04
  5970 |  9.951e-08 |  9.949e-09 |  1.472e-09 |  3.79e-05 |  5.84e-05 |  2.60e-05 |  3.32e-03 |  5.87e-03 |  1.95e-05 |  1.0e-04 |  2.13e-11 |  7.89e-04
  5980 |  9.944e-08 |  9.941e-09 |  1.471e-09 |  3.78e-05 |  5.84e-05 |  2.61e-05 |  3.33e-03 |  5.33e-03 |  1.77e-05 |  1.0e-04 |  1.72e-11 |  7.89e-04
  5990 |  9.932e-08 |  9.932e-09 |  1.467e-09 |  3.78e-05 |  5.83e-05 |  2.58e-05 |  3.32e-03 |  5.86e-03 |  1.95e-05 |  1.0e-04 |  1.94e-11 |  7.89e-04
  6000 |  9.923e-08 |  9.925e-09 |  1.468e-09 |  3.78e-05 |  5.83e-05 |  2.60e-05 |  3.32e-03 |  5.32e-03 |  1.77e-05 |  1.0e-04 |  2.01e-11 |  7.89e-04
  6010 |  9.920e-08 |  9.917e-09 |  1.464e-09 |  3.78e-05 |  5.83e-05 |  2.59e-05 |  3.31e-03 |  5.85e-03 |  1.94e-05 |  1.0e-04 |  2.23e-11 |  7.88e-04
